X,Y,Location,Juris,Status,Lat,Long
-111.6843581,33.41062874,NB POWER RD & FS BAYWOOD AV,Mesa,Active,33.410634,-111.684369
-111.6874313,33.36572387,NB POWER RD & FS GUADALUPE RD,Mesa,Active,33.365729,-111.687442
-111.6844893,33.39111782,NB POWER RD & FS HAMPTON AV,Mesa,Active,33.391123,-111.6845
-111.6845352,33.39434069,NB POWER RD & FS SOUTHERN AV,Mesa,Active,33.394346,-111.684546
-111.8923203,33.37898782,NB PRICE RD & FS BASELINE RD,Mesa,Active,33.378993,-111.892331
-111.7018604,33.41068666,NB RECKER RD & MB BROADWAY RD ARBOR AV,Mesa,Active,33.410692,-111.701871
-111.8052334,33.40444682,NB STAPLEY DR & FS 6TH AV,Mesa,Active,33.404452,-111.805244
-111.8052491,33.40083791,NB STAPLEY DR & FS 8TH AV,Mesa,Active,33.400843,-111.80526
-111.8051853,33.40824288,NB STAPLEY DR & FS BROADWAY RD,Mesa,Active,33.408248,-111.805196
-111.8052881,33.39648776,NB STAPLEY DR & FS EMERALD AV,Mesa,Active,33.396493,-111.805299
-111.8053323,33.3895258,NB STAPLEY DR & FS HILTON AV,Mesa,Active,33.389531,-111.805343
-111.8051814,33.41052185,NB STAPLEY DR & FS JARVIS AV,Mesa,Active,33.410527,-111.805192
-111.8052883,33.39376271,NB STAPLEY DR & FS SOUTHERN AV,Mesa,Active,33.393768,-111.805299
-111.8564721,33.42663575,SB ALMA SCHOOL RD & FS 7TH ST,Mesa,Active,33.426641,-111.856483
-111.8564583,33.42902767,SB ALMA SCHOOL RD & FS 8TH ST,Mesa,Active,33.429033,-111.856469
-111.8566113,33.42160075,SB ALMA SCHOOL RD & FS UNIVERSITY DR,Mesa,Active,33.421606,-111.856622
-111.8566443,33.41876689,SB ALMA SCHOOL RD & NS 2ND ST,Mesa,Active,33.418772,-111.856655
-111.8315664,33.42327278,SB CENTER ST & FS 5TH ST,Mesa,Active,33.423278,-111.831577
-111.8315081,33.4265678,SB CENTER ST & FS 6TH PL,Mesa,Active,33.426573,-111.831519
-111.8314311,33.43085387,SB CENTER ST & FS 8TH PL,Mesa,Active,33.430859,-111.831442
-111.8313974,33.43455071,SB CENTER ST & FS BROWN RD,Mesa,Active,33.434556,-111.831408
-111.8312682,33.44695575,SB CENTER ST & FS INGLEWOOD ST,Mesa,Active,33.446961,-111.831279
-111.8312722,33.45091371,SB CENTER ST & FS MCKELLIPS RD,Mesa,Active,33.450919,-111.831283
-111.8401473,33.41702083,SB COUNTRY CLUB DR & FS 1ST ST,Mesa,Active,33.417026,-111.840158
-111.8400882,33.43473365,SB COUNTRY CLUB DR & FS BROWN RD,Mesa,Active,33.434739,-111.840099
-111.8400183,33.43971589,SB COUNTRY CLUB DR & FS FAIRWAY DR,Mesa,Active,33.439721,-111.840029
-111.8399753,33.44385686,SB COUNTRY CLUB DR & FS MCLELLAN RD,Mesa,Active,33.443862,-111.839986
-111.8401661,33.42181982,SB COUNTRY CLUB DR & FS UNIVERSITY DR,Mesa,Active,33.421825,-111.840177
-111.8400852,33.43221969,SB Country Club Dr FS 9th Pl,Mesa,Active,33.432225,-111.840096
-111.8448211,33.43067381,SB DATE & NS 8TH PL,Mesa,Active,33.430679,-111.844832
-111.8745491,33.4182779,SB DOBSON RD & FS 2ND ST,Mesa,Active,33.418283,-111.87456
-111.8745511,33.42157268,SB DOBSON RD & FS UNIVERSITY DR,Mesa,Active,33.421578,-111.874562
-111.7881373,33.42976668,SB GILBERT RD & FS 8TH ST,Mesa,Active,33.429772,-111.788148
-111.7880633,33.43681073,SB GILBERT RD & FS BROWN RD,Mesa,Active,33.436816,-111.788074
-111.7882412,33.42643271,SB GILBERT RD & FS DECATUR ST,Mesa,Active,33.426438,-111.788252
-111.7880694,33.43359869,SB GILBERT RD & FS FAIRFIELD ST,Mesa,Active,33.433604,-111.78808
-111.7879181,33.43988685,SB GILBERT RD & FS GRANDVIEW ST,Mesa,Active,33.439892,-111.787929
-111.7894091,33.45895888,SB GILBERT RD & FS HERMOSA VISTA DR,Mesa,Active,33.458964,-111.78942
-111.7877721,33.45570668,SB GILBERT RD & FS LOCKWOOD ST,Mesa,Active,33.455712,-111.787783
-111.7878423,33.45107271,SB GILBERT RD & FS MCKELLIPS RD,Mesa,Active,33.451078,-111.787853
-111.7878742,33.44408772,SB GILBERT RD & FS MCLELLAN RD,Mesa,Active,33.444093,-111.787885
-111.7883743,33.42214068,SB GILBERT RD & FS UNIVERSITY DR,Mesa,Active,33.422146,-111.788385
-111.7883691,33.41901877,SB GILBERT RD & MB UNIVERSITY DR,Mesa,Active,33.419024,-111.78838
-111.8227633,33.41974492,NB MESA DR & FS 2ND ST,Mesa,Active,33.41975,-111.822774
-111.8230584,33.41687773,SB MESA DR & FS 1ST ST,Mesa,Active,33.416883,-111.823069
-111.8229234,33.42572884,SB MESA DR & FS 6TH ST,Mesa,Active,33.425734,-111.822934
-111.8230361,33.42204278,SB MESA DR & FS UNIVERSITY DR,Mesa,Active,33.422048,-111.823047
-111.8229022,33.4289417,SB MESA DR & FS 8TH ST,Mesa,Active,33.428947,-111.822913
-111.6878562,33.36745972,SB POWER RD & FS MONTEREY AV,Mesa,Active,33.367465,-111.687867
-111.6846542,33.4185848,SB POWER RD & FS ALBANY ST,Mesa,Active,33.41859,-111.684665
-111.6844784,33.4367439,SB POWER RD & FS BROWN RD,Mesa,Active,33.436749,-111.684489
-111.6843074,33.44777887,SB POWER RD & FS INGLEWOOD ST,Mesa,Active,33.447784,-111.684318
-111.6843602,33.45108279,SB POWER RD & FS MCKELLIPS RD,Mesa,Active,33.451088,-111.684371
-111.8052092,33.44412265,SB STAPLEY DR & FS MCLELLAN RD,Mesa,Active,33.444128,-111.80522
-111.8054103,33.41862873,SB STAPLEY DR & FS 2ND ST,Mesa,Active,33.418634,-111.805421
-111.8054061,33.42544887,SB STAPLEY DR & FS 6TH ST,Mesa,Active,33.425454,-111.805417
-111.8054063,33.43662577,SB STAPLEY DR & FS BROWN RD,Mesa,Active,33.436631,-111.805417
-111.8054014,33.43380371,SB STAPLEY DR & FS FAIRFIELD ST,Mesa,Active,33.433809,-111.805412
-111.8052803,33.44108382,SB STAPLEY DR & FS HALIFAX ST,Mesa,Active,33.441089,-111.805291
-111.8051073,33.4477037,SB STAPLEY DR & FS JENSEN ST,Mesa,Active,33.447709,-111.805118
-111.8054032,33.42213073,SB STAPLEY DR & FS UNIVERSITY DR,Mesa,Active,33.422136,-111.805414
-111.8570341,33.40335073,SB ALMA SCHOOL RD & FS 6TH AV,Mesa,Active,33.403356,-111.857045
-111.8571711,33.39992573,SB ALMA SCHOOL RD & FS 8TH AV,Mesa,Active,33.399931,-111.857182
-111.8599551,33.37809089,SB ALMA SCHOOL RD & FS BASELINE RD,Mesa,Active,33.378096,-111.859966
-111.8569052,33.40690271,SB ALMA SCHOOL RD & FS BROADWAY RD,Mesa,Active,33.406908,-111.856916
-111.8573101,33.39649166,SB ALMA SCHOOL RD & FS EMERALD AV,Mesa,Active,33.396497,-111.857321
-111.8592594,33.36299679,SB ALMA SCHOOL RD & FS GUADALUPE RD,Mesa,Active,33.363002,-111.85927
-111.8581432,33.3829968,SB ALMA SCHOOL RD & FS ISABELLA AV,Mesa,Active,33.383002,-111.858154
-111.8596931,33.37435182,SB ALMA SCHOOL RD & FS KILAREA AV,Mesa,Active,33.374357,-111.859704
-111.8568083,33.41427279,SB ALMA SCHOOL RD & FS MAIN ST,Mesa,Active,33.414278,-111.856819
-111.8595282,33.37104567,SB ALMA SCHOOL RD & FS MEDINA AV,Mesa,Active,33.371051,-111.859539
-111.8593754,33.3678698,SB ALMA SCHOOL RD & FS MESETO AV,Mesa,Active,33.367875,-111.859386
-111.8592201,33.35999385,SB ALMA SCHOOL RD & FS PECOS AV,Mesa,Active,33.359999,-111.859231
-111.8573833,33.39333267,SB ALMA SCHOOL RD & NS SOUTHERN AV,Mesa,Active,33.393338,-111.857394
-111.8574992,33.39146985,SB ALMA SCHOOL RD & NS GROVE AV,Mesa,Active,33.391475,-111.85751
-111.8402541,33.3886598,SB COUNTRY CLUB DR & FS HAMPTON AV,Mesa,Active,33.388665,-111.840265
-111.8402264,33.40013385,SB COUNTRY CLUB DR & FS 8TH AV,Mesa,Active,33.400139,-111.840237
-111.8402153,33.40602286,SB COUNTRY CLUB DR & FS BROADWAY FRONTAGE RD,Mesa,Active,33.406028,-111.840226
-111.8402301,33.39659583,SB COUNTRY CLUB DR & FS EMERALD AV,Mesa,Active,33.396601,-111.840241
-111.8400961,33.41451178,SB COUNTRY CLUB DR & FS MAIN ST,Mesa,Active,33.414517,-111.840107
-111.8402801,33.39262578,SB COUNTRY CLUB DR & FS SOUTHERN AV,Mesa,Active,33.392631,-111.840291
-111.8400841,33.41254969,SB COUNTRY CLUB DR & NS DANA AV,Mesa,Active,33.412555,-111.840095
-111.8746511,33.41266378,SB DOBSON RD & FS 1ST AV,Mesa,Active,33.412669,-111.874662
-111.8747451,33.3999637,SB DOBSON RD & FS 8TH AV,Mesa,Active,33.399969,-111.874756
-111.8747414,33.40695482,SB DOBSON RD & FS BROADWAY RD,Mesa,Active,33.40696,-111.874752
-111.8747582,33.39649191,SB DOBSON RD & FS EMERALD AV,Mesa,Active,33.396497,-111.874769
-111.8756481,33.38256077,SB DOBSON RD & FS ISABELLA AV,Mesa,Active,33.382566,-111.875659
-111.8776642,33.36777684,NB DOBSON RD & FS KEATING AV,Mesa,Active,33.367782,-111.877675
-111.8748122,33.39255868,SB DOBSON RD & FS SOUTHERN AV,Mesa,Active,33.392564,-111.874823
-111.8747321,33.40315487,SB DOBSON RD & MB BROADWAY RD 8TH AV,Mesa,Active,33.40316,-111.874743
-111.8748442,33.38870788,SB DOBSON RD & MB SOUTHERN AV US-60 RAMP,Mesa,Active,33.388713,-111.874855
-111.6609023,33.37883473,SB FARNSWORTH DR & FS BASELINE RD,Mesa,Active,33.37884,-111.660913
-111.7884523,33.41144289,SB GILBERT RD & FS 2ND AV,Mesa,Active,33.411448,-111.788463
-111.7884882,33.40419869,SB GILBERT RD & FS 6TH AV,Mesa,Active,33.404204,-111.788499
-111.7884871,33.40047872,SB GILBERT RD & FS 8TH AV,Mesa,Active,33.400484,-111.788498
-111.7885283,33.40744378,SB GILBERT RD & FS BROADWAY RD,Mesa,Active,33.407449,-111.788539
-111.7884664,33.39697971,SB GILBERT RD & FS EMERALD AV,Mesa,Active,33.396985,-111.788477
-111.7884982,33.38958981,SB GILBERT RD & FS HAMPTON AV,Mesa,Active,33.389595,-111.788509
-111.7884913,33.4148339,SB GILBERT RD & FS MAIN ST,Mesa,Active,33.414839,-111.788502
-111.7885222,33.3928577,SB GILBERT RD & FS SOUTHERN AV,Mesa,Active,33.392863,-111.788533
-111.7885043,33.38361092,SB GILBERT RD & NS INTREPID AV,Mesa,Active,33.383616,-111.788515
-111.8284532,33.38221986,SB LEWIS & FS COURY AV,Mesa,Active,33.382225,-111.828464
-111.8230863,33.41041572,SB MESA DR & FS 2ND AV,Mesa,Active,33.410421,-111.823097
-111.8230784,33.40742187,SB MESA DR & FS BROADWAY RD,Mesa,Active,33.407427,-111.823089
-111.8230653,33.41471393,SB MESA DR & FS MAIN ST,Mesa,Active,33.414719,-111.823076
-111.8230652,33.3992558,SB MESA DR & FS MILLETT AV,Mesa,Active,33.399261,-111.823076
-111.8230822,33.39254392,SB MESA DR & FS SOUTHERN AV,Mesa,Active,33.392549,-111.823093
-111.6847712,33.40985364,SB POWER RD & FS BAYWOOD AV,Mesa,Active,33.409859,-111.684782
-111.6847502,33.40811085,SB POWER RD & FS BROADWAY RD,Mesa,Active,33.408116,-111.684761
-111.6846963,33.41519089,SB POWER RD & FS MAIN ST,Mesa,Active,33.415196,-111.684707
-111.6848233,33.39862186,SB POWER RD & MB FLOSSMOOR AV PUEBLO AV,Mesa,Active,33.398627,-111.684834
-111.6849334,33.39354577,SB POWER RD & FS SOUTHERN AV,Mesa,Active,33.393551,-111.684944
-111.6855491,33.3834817,SB POWER RD & FS SUPERSTITION SPRINGS BLVD,Mesa,Active,33.383487,-111.68556
-111.6849972,33.39084778,SB POWER RD & NS HAMPTON AV,Mesa,Active,33.390853,-111.685008
-111.7020294,33.41018867,SB RECKER RD & MB ARBOR AV BROADWAY RD,Mesa,Active,33.410194,-111.70204
-111.8054012,33.41085983,SB STAPLEY DR & NS JARVIS AV,Mesa,Active,33.410865,-111.805412
-111.8054743,33.40388472,SB STAPLEY DR & FS 6TH AV,Mesa,Active,33.40389,-111.805485
-111.8054874,33.40029971,SB STAPLEY DR & FS 8TH AV,Mesa,Active,33.400305,-111.805498
-111.8054513,33.40751287,SB STAPLEY DR & FS BROADWAY RD,Mesa,Active,33.407518,-111.805462
-111.8055721,33.39603893,SB STAPLEY DR & FS EMERALD AV,Mesa,Active,33.396044,-111.805583
-111.8056963,33.38877279,SB STAPLEY DR & FS HARMONY AV,Mesa,Active,33.388778,-111.805707
-111.8054254,33.41475186,SB STAPLEY DR & FS MAIN ST,Mesa,Active,33.414757,-111.805436
-111.8055831,33.39300881,SB STAPLEY DR & FS SOUTHERN AV,Mesa,Active,33.393014,-111.805594
-111.6970642,33.41283576,WB ARBOR AV & MB PINNULE CIR RECKER RD,Mesa,Active,33.412841,-111.697075
-111.7012212,33.41380773,WB ARBOR AV & NS RECKER RD,Mesa,Active,33.413813,-111.701232
-111.6630803,33.37935178,WB BASELINE RD & FS 78TH ST,Mesa,Active,33.379357,-111.663091
-111.6676804,33.37935669,WB BASELINE RD & FS SOSSAMAN RD,Mesa,Active,33.379362,-111.667691
-111.7583322,33.4083288,WB BROADWAY RD & FS 34TH ST,Mesa,Active,33.408334,-111.758343
-111.7801164,33.4082409,WB BROADWAY RD & FS 24TH ST,Mesa,Active,33.408246,-111.780127
-111.7649263,33.40830186,WB BROADWAY RD & FS 31ST ST,Mesa,Active,33.408307,-111.764937
-111.7279592,33.40844573,WB BROADWAY RD & FS 48TH ST,Mesa,Active,33.408451,-111.72797
-111.7107273,33.40859587,WB BROADWAY RD & FS 56TH ST,Mesa,Active,33.408601,-111.710738
-111.8000651,33.40807877,WB BROADWAY RD & FS BARKLEY,Mesa,Active,33.408084,-111.800076
-111.7843732,33.40822682,WB BROADWAY RD & FS CHESTNUT,Mesa,Active,33.408232,-111.784384
-111.7889092,33.40828874,WB BROADWAY RD & FS GILBERT RD,Mesa,Active,33.408294,-111.78892
-111.7374343,33.40847077,WB BROADWAY RD & FS GREENFIELD RD,Mesa,Active,33.408476,-111.737445
-111.7195922,33.40849869,WB BROADWAY RD & FS HIGLEY RD,Mesa,Active,33.408504,-111.719603
-111.8190072,33.40788981,WB BROADWAY RD & FS HOBSON,Mesa,Active,33.407895,-111.819018
-111.8144563,33.4079249,WB BROADWAY RD & FS HORNE,Mesa,Active,33.40793,-111.814467
-111.8209042,33.4078759,WB BROADWAY RD & FS LESUEUR,Mesa,Active,33.407881,-111.820915
-111.7713601,33.40826174,WB BROADWAY RD & FS LINDSAY RD,Mesa,Active,33.408267,-111.771371
-111.7485453,33.40836375,WB BROADWAY RD & FS MAPLE,Mesa,Active,33.408369,-111.748556
-111.8344893,33.40796177,WB BROADWAY RD & FS MACDONALD,Mesa,Active,33.407967,-111.8345
-111.7431772,33.4083767,WB BROADWAY RD & FS NORWALK,Mesa,Active,33.408382,-111.743188
-111.8240832,33.40790387,WB BROADWAY RD & FS POMEROY,Mesa,Active,33.407909,-111.824094
-111.7321994,33.40841885,WB BROADWAY RD & FS QUINN,Mesa,Active,33.408424,-111.73221
-111.7249053,33.40845974,WB BROADWAY RD & FS RACINE,Mesa,Active,33.408465,-111.724916
-111.8292743,33.40794886,WB BROADWAY RD & FS SIRRINE,Mesa,Active,33.407954,-111.829285
-111.8104003,33.40796492,WB BROADWAY RD & FS SOLOMON,Mesa,Active,33.40797,-111.810411
-111.8056804,33.40800778,WB BROADWAY RD & FS STAPLEY DR,Mesa,Active,33.408013,-111.805691
-111.7151563,33.40851767,WB BROADWAY RD & FS SUNNYVALE,Mesa,Active,33.408523,-111.715167
-111.7543722,33.40834787,WB BROADWAY RD & FS VAL VISTA DR,Mesa,Active,33.408353,-111.754383
-111.7953072,33.40813192,WB BROADWAY RD & FS WILLIAMS,Mesa,Active,33.408137,-111.795318
-111.7744871,33.40825079,WB BROADWAY RD & FS WINDSOR,Mesa,Active,33.408256,-111.774498
-111.7413112,33.4084098,WB BROADWAY RD & MB OAKLAND,Mesa,Active,33.408415,-111.741322
-111.8230323,33.43568471,WB BROWN RD & FS MESA DR,Mesa,Active,33.43569,-111.823043
-111.8286053,33.43504787,WB BROWN RD & MB PASADENA,Mesa,Active,33.435053,-111.828616
-111.8027914,33.44916484,WB JUNE ST & MB LAZONA DR,Mesa,Active,33.44917,-111.802802
-111.8268333,33.41522077,WB MAIN ST & FS HIBBERT CENTENNIAL WY,Mesa,Active,33.415226,-111.826844
-111.8085542,33.41524192,WB MAIN ST & FS MATLOCK ST,Mesa,Active,33.415247,-111.808565
-111.8232673,33.41520879,WB MAIN ST & FS MESA DR,Mesa,Active,33.415214,-111.823278
-111.7094353,33.39404176,WB SOUTHERN AV & FS SLATER,Mesa,Active,33.394047,-111.709446
-111.7804894,33.39369373,WB SOUTHERN AV & FS 24TH ST,Mesa,Active,33.393699,-111.7805
-111.7617354,33.39375584,WB SOUTHERN AV & FS 32ND ST,Mesa,Active,33.393761,-111.761746
-111.7483463,33.39380684,WB SOUTHERN AV & FS 39TH ST,Mesa,Active,33.393812,-111.748357
-111.7430924,33.39383368,WB SOUTHERN AV & FS 41ST ST,Mesa,Active,33.393839,-111.743103
-111.7153871,33.3939779,WB SOUTHERN AV & FS 54TH ST,Mesa,Active,33.393983,-111.715398
-111.7892201,33.39377969,WB SOUTHERN AV & FS GILBERT RD,Mesa,Active,33.393785,-111.789231
-111.7934254,33.39360666,WB SOUTHERN AV & FS HALL,Mesa,Active,33.393612,-111.793436
-111.7972982,33.39356784,WB SOUTHERN AV & FS HARRIS DR,Mesa,Active,33.393573,-111.797309
-111.8190633,33.39343873,WB SOUTHERN AV & FS HOBSON,Mesa,Active,33.393444,-111.819074
-111.8146502,33.39346266,WB SOUTHERN AV & FS HORNE,Mesa,Active,33.393468,-111.814661
-111.8234364,33.39344869,WB SOUTHERN AV & FS MESA DR,Mesa,Active,33.393454,-111.823447
-111.7279103,33.3939088,WB SOUTHERN AV & FS ROANOKE,Mesa,Active,33.393914,-111.727921
-111.7706703,33.39375568,WB SOUTHERN AV & FS ROBIN LN,Mesa,Active,33.393761,-111.770681
-111.7843714,33.39368474,WB SOUTHERN AV & FS ROSE,Mesa,Active,33.39369,-111.784382
-111.8281571,33.39342878,WB SOUTHERN AV & FS SIRRINE,Mesa,Active,33.393434,-111.828168
-111.8101752,33.39345176,WB SOUTHERN AV & FS SOLOMON,Mesa,Active,33.393457,-111.810186
-111.8010312,33.39351284,WB SOUTHERN AV & FS SPUR,Mesa,Active,33.393518,-111.801042
-111.7228953,33.39391784,WB SOUTHERN AV & FS ST PAUL,Mesa,Active,33.393923,-111.722906
-111.8065323,33.39353268,WB SOUTHERN AV & FS STAPLEY DR,Mesa,Active,33.393538,-111.806543
-111.7543632,33.39379589,WB SOUTHERN AV & FS VAL VISTA DR,Mesa,Active,33.393801,-111.754374
-111.7334581,33.39389376,WB SOUTHERN AV & FS PARKCREST,Mesa,Active,33.393899,-111.733469
-111.7571823,33.39378085,WB SOUTHERN AV & MB VAL VISTA DR,Mesa,Active,33.393786,-111.757193
-111.8237181,33.42243686,WB UNIVERSITY DR & NS POMEROY,Mesa,Active,33.422442,-111.823729
-111.7817793,33.42275977,WB UNIVERSITY DR & FS 23RD ST,Mesa,Active,33.422765,-111.78179
-111.7779963,33.42277291,WB UNIVERSITY DR & FS 25TH ST,Mesa,Active,33.422778,-111.778007
-111.7893691,33.42281671,WB UNIVERSITY DR & FS GILBERT RD,Mesa,Active,33.422822,-111.78938
-111.7371791,33.42294869,WB UNIVERSITY DR & FS GREENFIELD RD,Mesa,Active,33.422954,-111.73719
-111.7938671,33.42265166,WB UNIVERSITY DR & FS HALL ST,Mesa,Active,33.422657,-111.793878
-111.8268311,33.42241085,WB UNIVERSITY DR & FS HIBBERT,Mesa,Active,33.422416,-111.826842
-111.7198492,33.42297077,WB UNIVERSITY DR & FS HIGLEY RD,Mesa,Active,33.422976,-111.71986
-111.8182773,33.42244586,WB UNIVERSITY DR & FS HOBSON,Mesa,Active,33.422451,-111.818288
-111.8143321,33.42246878,WB UNIVERSITY DR & FS HORNE RD,Mesa,Active,33.422474,-111.814343
-111.7989343,33.42258484,WB UNIVERSITY DR & FS HUNT DR,Mesa,Active,33.42259,-111.798945
-111.7716931,33.4228138,WB UNIVERSITY DR & FS LINDSAY RD,Mesa,Active,33.422819,-111.771704
-111.7665202,33.4228038,WB UNIVERSITY DR & FS LOS ALAMOS,Mesa,Active,33.422809,-111.766531
-111.7485701,33.4228679,WB UNIVERSITY DR & FS MAPLE,Mesa,Active,33.422873,-111.748581
-111.8093633,33.42247667,WB UNIVERSITY DR & FS MILLER ST,Mesa,Active,33.422482,-111.809374
-111.7448802,33.42286367,WB UNIVERSITY DR & FS NASSAU,Mesa,Active,33.422869,-111.744891
-111.7421703,33.42287775,WB UNIVERSITY DR & FS NORFOLK,Mesa,Active,33.422883,-111.742181
-111.7344883,33.42293075,WB UNIVERSITY DR & FS QUINN,Mesa,Active,33.422936,-111.734499
-111.7278443,33.42293483,WB UNIVERSITY DR & FS ROANOKE,Mesa,Active,33.42294,-111.727855
-111.7223124,33.4229458,WB UNIVERSITY DR & FS ST PAUL,Mesa,Active,33.422951,-111.722323
-111.8061074,33.42248865,WB UNIVERSITY DR & FS STAPLEY DR,Mesa,Active,33.422494,-111.806118
-111.7543573,33.42285884,WB UNIVERSITY DR & FS VAL VISTA DR,Mesa,Active,33.422864,-111.754368
-111.7600843,33.42283377,WB UNIVERSITY DR & FS LA VALENCIA,Mesa,Active,33.422839,-111.760095
-111.8520883,33.42956168,WB RIO SALADO PKWY & NS WESTWOOD,Mesa,Active,33.429567,-111.852099
-111.8782913,33.37870476,WB BASELINE RD & FS DOBSON RD,Mesa,Active,33.37871,-111.878302
-111.8911454,33.3786028,WB BASELINE RD & FS DON CARLOS S,Mesa,Active,33.378608,-111.891156
-111.8863131,33.3786237,WB BASELINE RD & FS EL DORADO,Mesa,Active,33.378629,-111.886324
-111.8573043,33.40778267,WB BROADWAY RD & FS ALMA SCHOOL RD,Mesa,Active,33.407788,-111.857315
-111.8414651,33.40793184,WB BROADWAY RD & FS COUNTRY CLUB DR,Mesa,Active,33.407937,-111.841476
-111.8446701,33.40787575,WB BROADWAY RD & FS DATE,Mesa,Active,33.407881,-111.844681
-111.8873532,33.40765076,WB BROADWAY RD & FS EL DORADO,Mesa,Active,33.407656,-111.887364
-111.8487031,33.40784587,WB BROADWAY RD & FS EXTENSION RD,Mesa,Active,33.407851,-111.848714
-111.8659711,33.40772083,WB BROADWAY RD & FS LONGMORE,Mesa,Active,33.407726,-111.865982
-111.8836781,33.40767073,WB BROADWAY RD & FS ROOSEVELT RD,Mesa,Active,33.407676,-111.883689
-111.8813973,33.40771188,WB BROADWAY RD & FS VALENCIA,Mesa,Active,33.407717,-111.881408
-111.8528824,33.4077769,WB BROADWAY RD & FS WESTWOOD,Mesa,Active,33.407782,-111.852893
-111.8752692,33.40776688,WB BROADWAY RD & FS DOBSON RD,Mesa,Active,33.407772,-111.87528
-111.8365712,33.40798787,WB BROADWAY RD & NS ROBSON,Mesa,Active,33.407993,-111.836582
-111.8316372,33.43505465,WB BROWN RD & FS CENTER ST,Mesa,Active,33.43506,-111.831648
-111.8404863,33.4352778,WB BROWN RD & MB COUNTRY CLUB DR,Mesa,Active,33.435283,-111.840497
-111.8431082,33.43520573,WB BROWN RD & 560 WEST,Mesa,Active,33.435211,-111.843119
-111.8352002,33.43520766,WB BROWN RD & NS GRAND,Mesa,Active,33.435213,-111.835211
-111.8575442,33.41509271,WB MAIN ST & FS ALMA SCHOOL RD,Mesa,Active,33.415098,-111.857555
-111.8406483,33.41530283,WB MAIN ST & FS COUNTRY CLUB DR,Mesa,Active,33.415308,-111.840659
-111.8447611,33.41519672,WB MAIN ST & FS DATE,Mesa,Active,33.415202,-111.844772
-111.8489291,33.41517983,WB MAIN ST & FS EXTENSION RD,Mesa,Active,33.415185,-111.84894
-111.8658823,33.41497685,WB MAIN ST & FS LONGMORE,Mesa,Active,33.414982,-111.865893
-111.8346264,33.41523166,WB MAIN ST & FS MACDONALD,Mesa,Active,33.415237,-111.834637
-111.8614013,33.41500572,WB MAIN ST & FS STANDAGE,Mesa,Active,33.415011,-111.861412
-111.8530841,33.41507484,WB MAIN ST & MB EXTENSION RD BEVERLY,Mesa,Active,33.41508,-111.853095
-111.8351452,33.4442479,WB MCLELLAN RD & FS DREW ST,Mesa,Active,33.444253,-111.835156
-111.8579692,33.3932538,WB SOUTHERN AV & FS ALMA SCHOOL RD,Mesa,Active,33.393259,-111.85798
-111.8309841,33.39343984,WB SOUTHERN AV & FS CENTER ST,Mesa,Active,33.393445,-111.830995
-111.8405143,33.39345072,WB SOUTHERN AV & FS COUNTRY CLUB DR,Mesa,Active,33.393456,-111.840525
-111.8752902,33.39323192,WB SOUTHERN AV & FS DOBSON RD,Mesa,Active,33.393237,-111.875301
-111.8496712,33.39333892,WB SOUTHERN AV & FS EXTENSION RD,Mesa,Active,33.393344,-111.849682
-111.8642603,33.39322583,WB SOUTHERN AV & FS LONGMORE,Mesa,Active,33.393231,-111.864271
-111.8351691,33.39341984,WB SOUTHERN AV & FS MACDONALD,Mesa,Active,33.393425,-111.83518
-111.8784841,33.39315984,WB SOUTHERN AV & FS SAN JOSE,Mesa,Active,33.393165,-111.878495
-111.8534712,33.39328292,WB SOUTHERN AV & FS WESTWOOD,Mesa,Active,33.393288,-111.853482
-111.8722631,33.39322373,WB SOUTHERN AV & MB SYCAMORE,Mesa,Active,33.393229,-111.872274
-111.8607902,33.39322074,WB SOUTHERN AV & NS STEWART,Mesa,Active,33.393226,-111.860801
-111.8571473,33.42229471,WB UNIVERSITY DR & FS ALMA SCHOOL RD,Mesa,Active,33.4223,-111.857158
-111.8404722,33.42250986,WB UNIVERSITY DR & FS COUNTRY CLUB DR,Mesa,Active,33.422515,-111.840483
-111.8443651,33.42242589,WB UNIVERSITY DR & FS DATE,Mesa,Active,33.422431,-111.844376
-111.8752181,33.42224874,WB UNIVERSITY DR & FS DOBSON RD,Mesa,Active,33.422254,-111.875229
-111.8487882,33.42239485,WB UNIVERSITY DR & FS EXTENSION RD,Mesa,Active,33.4224,-111.848799
-111.8656873,33.42223969,WB UNIVERSITY DR & FS LONGMORE RD,Mesa,Active,33.422245,-111.865698
-111.8792993,33.4222209,WB UNIVERSITY DR & FS MAY ST,Mesa,Active,33.422226,-111.87931
-111.8526961,33.42230788,WB UNIVERSITY DR & FS WESTWOOD,Mesa,Active,33.422313,-111.852707
-111.8607104,33.42224882,WB UNIVERSITY DR & NS STANDAGE,Mesa,Active,33.422254,-111.860721
-111.8010644,33.45080183,WB JUNE ST & FS LAZONA DR,Mesa,Active,33.450807,-111.801075
-111.7321882,33.42269071,EB UNIVERSITY DR & FS QUINN,Mesa,Active,33.422696,-111.732199
-111.8223021,33.41492882,EB MAIN ST & FS MESA DR,Mesa,Active,33.414934,-111.822313
-111.8399131,33.38266173,NB COUNTRY CLUB DR & FS JUANITA AV,Mesa,Active,33.382667,-111.839924
-111.8238573,33.38246085,WB COURY AV & FS MESA DR,Mesa,Active,33.382466,-111.823868
-111.8421821,33.36803987,SB COUNTRY CLUB DR & FS MESETO AV,Mesa,Active,33.368045,-111.842193
