Facility ID,Name,Full Address,Street Number,Street Direction,Street Name,Street Type,Basketball,Splashpad,Playground,Ramada,Horsehoes,Volleyball,Restroom,Barbecue Grills,Picnic Tables,Lake,Trails,Baseball,Bleachers,Dog Area,Soccer,Disc Golf,Tennis,Pickelball,Raquetball,Exercise Course,NumberofAcres,Type,Park Site Map,Location,City,Latitude,Longitude
PKPLS4,Fremont Pool,1001 N Power Rd,1001,N,Power,Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.046929267,Pool,,"(33.432803, -111.683772)",Mesa,33.432803,-111.683772
PKBN10,Basin 423,1105 S Doran,921,S,Doran,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.1,Basin,,"(33.395121, -111.802289)",Mesa,33.395121,-111.802289
PKBN27,Basin 415,1800 E McLellan Rd,1862,E,McLellan, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.1,Basin,,"(33.44468, -111.791573)",Mesa,33.44468,-111.791573
PKPLS2,Carson Pool,525 N Westwood,525,N,Westwood,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.190557874,Pool,,"(33.424714, -111.850532)",Mesa,33.424714,-111.850532
PKBN32,Basin 302,2161 E Norcroft St,2400,E,Norcroft, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.2,Basin,,"(33.462976, -111.783094)",Mesa,33.462976,-111.783094
PKBN98,Basin 801,6865 E Jensen St,2807,E,Jensen, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.2,Basin,,"(33.448102, -111.681695)",Mesa,33.448102,-111.681695
PKBN96,Basin 728,2805 N Ramada,3005,N,Ramada,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.2,Basin,,"(33.4667052, -111.6897685)",Mesa,33.4667052,-111.6897685
PKPLS8,Brimhall Pool,4949 E Southern Ave,4949,E,Southern,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.235280047,Pool,,"(33.392027, -111.724397)",Mesa,33.392027,-111.724397
PKPLS9,Stapley Pool,3250 E Hermosa Vista,3250,E,Hermosa Vista,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.265061322,Pool,,"(33.460851, -111.759615)",Mesa,33.460851,-111.759615
PKBN121,Basin 103,5032 E Delta Ave,1143,E,Delta,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.3,Basin,,"(33.401882, -111.722695)",Mesa,33.401882,-111.722695
PKBN45,Basin 309,2621 E Kenwood St,1713,E,Kenwood, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.3,Basin,,"(33.453933, -111.774713)",Mesa,33.453933,-111.774713
PKBN49,Basin 314,2416 E Adobe St,844,E,Adobe, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.3,Basin,,"(33.430298, -111.778987)",Mesa,33.430298,-111.778987
PKBN60,Basin 324,2409 E Boston St,3234,E,Boston, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.4,Basin,,"(33.419409, -111.779376)",Mesa,33.419409,-111.779376
PKBN55,Basin 317,1045 N Miramar,1110,N,Miramar,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.4,Basin,,"(33.434644, -111.757268)",Mesa,33.434644,-111.757268
PKBN30,Basin 411,1414 E Leland St,2050,E,Leland, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.4,Basin,,"(33.4581152, -111.8002177)",Mesa,33.4581152,-111.8002177
PKBN25,Basin 416,1212 N Barkley,1800,N,Barkley,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.4,Basin,,"(33.437569, -111.800546)",Mesa,33.437569,-111.800546
PKBN6,Basin 426,1441 S Hobson,1530,S,Hobson,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.4,Basin,,"(33.3886115, -111.8180253)",Mesa,33.3886115,-111.8180253
PKBN95,Basin 726,2806 N Saffron Cir,525,N,Saffron,Cir,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.4,Basin,,"(33.4667529, -111.6877712)",Mesa,33.4667529,-111.6877712
PKBN44,Basin 307,2201 N 24th St,2031,N,24th, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.5,Basin,,"(33.456288, -111.7788854)",Mesa,33.456288,-111.7788854
PKBN38,Basin 301,2616 E Northridge St,2425,E,Northridge, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.5,Basin,,"(33.464494, -111.774432)",Mesa,33.464494,-111.774432
PKBN39,Kashiwagi,2430 N Kristen,650,N,Kristen,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.5,Basin,,"(33.459711, -111.7745749)",Mesa,33.459711,-111.7745749
PKBN77,Basin 724,4213 E Hackamore St,6420,E,Hackamore, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.5,Basin,,"(33.441338, -111.740211)",Mesa,33.441338,-111.740211
PKBN63,Basin 327,736 S Glenview,2110,S,Glenview,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.5,Basin,,"(33.401714, -111.775043)",Mesa,33.401714,-111.775043
PKBN118,Basin 107,4005 E Hopi Ave,250,E,Hopi,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.6,Basin,,"(33.3880229, -111.744901)",Mesa,33.3880229,-111.744901
PKBN56,Basin 316,3135 E Ellis St,1045,E,Ellis, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.6,Basin,,"(33.4305499, -111.761185)",Mesa,33.4305499,-111.761185
PKBN33,Basin 332,2510 N Gentry,2321,N,Gentry,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.6,Basin,,"(33.4611705, -111.7870273)",Mesa,33.4611705,-111.7870273
PKPLS7,Shepherd Pool,1407 N Alta Mesa Dr,1407,N,Alta Mesa,Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.607807267,Pool,,"(33.440735, -111.705984)",Mesa,33.440735,-111.705984
PKPLS10,Mesa Pool,1630 E Southern Ave,1630,E,Southern,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.673251909,Pool,,"(33.393927, -111.795942)",Mesa,33.393927,-111.795942
PKBN31,Basin 410,2050 N Lazona Dr,208,N,Lazona, Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.7,Basin,,"(33.452936, -111.800366)",Mesa,33.452936,-111.800366
PKBN3,Basin 603,755 W Flower Ave,2646,W,Flower,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.7,Basin,,"(33.394401, -111.847845)",Mesa,33.394401,-111.847845
PKBN93,Basin 715,6260 E Orion St,6023,E,Orion, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.7,Basin,,"(33.46963, -111.695343)",Mesa,33.46963,-111.695343
PKBN97,Basin 814,6812 E Minton St,715,E,Minton, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.8,Basin,,"(33.4618132, -111.6836361)",Mesa,33.4618132,-111.6836361
PKBN100,Basin 804,7026 E Brown Rd,1240,E,Brown, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.9,Basin,,"(33.4375509, -111.6795498)",Mesa,33.4375509,-111.6795498
PKBN29,Basin 412,2421 N Harris Dr,1414,N,Harris, Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.9,Basin,,"(33.459796, -111.795639)",Mesa,33.459796,-111.795639
PKBN7,Basin 424,1251 E Hilton Ave,1105,E,Hilton,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.9,Basin,,"(33.3891278, -111.8039908)",Mesa,33.3891278,-111.8039908
PKPK506,City View ,1511 S Mesa Dr,1511,S,Mesa, Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.95,Park,,"(33.3876719, -111.8222851)",Mesa,33.3876719,-111.8222851
PKBN66,Kingsgate,1938 S Glenview,7555,S,Glenview,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Basin,,"(33.379767, -111.775321)",Mesa,33.379767,-111.775321
PKPK58,Stapley,360 S Lesueur,360,S,Lesueur,,lighted,NO,YES,"non-reservable, shaded",NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Park,http://www.mesaparks.com/home/showdocument?id=6310,"(33.4085543, -111.8210173)",Mesa,33.4085543,-111.8210173
PKBN72,Basin 710,839 N Quail Cir,1231,N,Quail,Cir,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Basin,,"(33.4306798, -111.7282434)",Mesa,33.4306798,-111.7282434
PKPK55,Washington,44 E 5th St,44,E,5th,St,lighted,NO,shaded,"non-reservable, shaded",NO,"lighted, concrete",NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Park,http://www.mesaparks.com/home/showdocument?id=6318,"(33.4241595, -111.829983)",Mesa,33.4241595,-111.829983
PKBN76,Basin 708,1634 N Maple,4026,N,Maple,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Basin,,"(33.44507, -111.748615)",Mesa,33.44507,-111.748615
PKPLS3,Kino Pool,848 N Horne,848,N,Horne,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.007775592,Pool,,"(33.431325, -111.814938)",Mesa,33.431325,-111.814938
PKBN61,Basin 325,3234 E Coralbell Ave,3416,E,Coralbell,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.2,Basin,,"(33.404195, -111.6283955)",Mesa,33.404195,-111.6283955
PKBN126,Basin 112,11228 E Warner Rd,10226,E,Warner,Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.3,Basin,,"(33.3360639, -111.5912996)",Mesa,33.3360639,-111.5912996
PKBN81,Basin 722,6015 E Gary St,1315,E,Gary, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.3,Basin,,"(33.439327, -111.701038)",Mesa,33.439327,-111.701038
PKBN73,Basin 706,4426 E Adobe St,552,E,Adobe, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.3,Basin,,"(33.430651, -111.735769)",Mesa,33.430651,-111.735769
PKPLS6,Skyline Pool,845 S Crismon,845,S,Crismon,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.374762268,Pool,,"(33.399429, -111.614581)",Mesa,33.399429,-111.614581
PKBN120,Basin 101,5228 E Delta Ave,3656,E,Delta,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.4,Basin,,"(33.401917, -111.718262)",Mesa,33.401917,-111.718262
PKBN88,Basin 717,6434 E McLellan Rd,1831,E,McLellan, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.4,Basin,,"(33.445028, -111.691999)",Mesa,33.445028,-111.691999
PKPK56,Escobedo,215 E 6th St,215,E,6th,St,YES,NO,YES,"non-reservable, shaded",NO,NO,YES,NO,YES,NO,NO,271 ft,NO,NO,NO,NO,NO,NO,NO,NO,2.5,Park,http://www.mesaparks.com/parks-facilities/parks/escobedo-park,"(33.4255116, -111.8264896)",Mesa,33.4255116,-111.8264896
PKBN103,Basin 809,8045 E Dover St,7560,E,Dover, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.6,Basin,,"(33.426658, -111.6570546)",Mesa,33.426658,-111.6570546
PKBN65,Basin 330,1840 S Fontana,1938,S,Fontana,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.6,Basin,,"(33.381444, -111.770576)",Mesa,33.381444,-111.770576
PKBN99,Basin 802,1228 N Terripin,6865,N,Terripin,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.6,Basin,,"(33.437486, -111.675123)",Mesa,33.437486,-111.675123
PKBN106,Basin 813,463 N Calle Largo,713,N,Calle,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.6,Basin,,"(33.4241982, -111.659887)",Mesa,33.4241982,-111.659887
PKPK52,Porter,420 E 8th St,420,E,8th,St,lighted,NO,YES,"non-reservable, shaded",NO,NO,NO,NO,shaded,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.7,Park,http://www.mesaparks.com/home/showdocument?id=6286,"(33.4306234, -111.8215042)",Mesa,33.4306234,-111.8215042
PKBN8,Basin 425,1530 S Harris Dr,1251,S,Harris, Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.8,Basin,,"(33.387332, -111.797867)",Mesa,33.387332,-111.797867
PKBN71,Basin 707,4026 E Brown Rd,4426,E,Brown, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.8,Basin,,"(33.438017, -111.74439)",Mesa,33.438017,-111.74439
PKBN112,Basin 815,416 N St Claire Cir,463,N,St Claire,Cir,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.8,Basin,,"(33.4229106, -111.595454)",Mesa,33.4229106,-111.595454
PKPK1,Beverly ,115 N Beverly,115,N,Beverly,,NO,NO,YES,"non-reservable, shaded",NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.86,Park,,"(33.4173841, -111.8534104)",Mesa,33.4173841,-111.8534104
PKBN107,Basin 810,515 N Greenwood,9934,N,Greenwood,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Basin,,"(33.4245295, -111.6625027)",Mesa,33.4245295,-111.6625027
PKPK26,Falcon Field,4800 E Falcon Dr,4800,E,Falcon, Dr,YES,NO,YES,"reservable, non-reservable, shaded",YES,"lighted, sand",YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Park,,"(33.4574305, -111.727417)",Mesa,33.4574305,-111.727417
PKBN86,Basin 718,1628 N 66th St,6434,N,66th, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.1,Basin,,"(33.445302, -111.688028)",Mesa,33.445302,-111.688028
PKBN134,Basin 117,6763 S Ellsworth Rd,2161,S,Ellsworth, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.2,Basin,,"(33.3886585, -111.6328059)",Mesa,33.3886585,-111.6328059
PKBN22,Basin 417,821 E Inca St,1212,E,Inca,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.3,Basin,,"(33.444268, -111.812963)",Mesa,33.444268,-111.812963
PKBN119,Basin 106,3701 E Holmes Ave,2445,E,Holmes,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.3,Basin,,"(33.3879949, -111.751522)",Mesa,33.3879949,-111.751522
PKBN75,Basin 709,1231 N 48th St,1634,N,48th, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.3,Basin,,"(33.437927, -111.726866)",Mesa,33.437927,-111.726866
PKPK31,Vista Monterey,633 N Val Vista,633,N,Val Vista,,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.4,Park,http://www.mesaparks.com/home/showdocument?id=6316,"(33.427561, -111.753056)",Mesa,33.427561,-111.753056
PKBN42,Basin 306,2235 E Leonora St,2201,E,Leonora, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.5,Basin,,"(33.45601, -111.783263)",Mesa,33.45601,-111.783263
PKBN117,Basin 105,1143 S 37th St,4005,S,37th, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.5,Basin,,"(33.39478, -111.750085)",Mesa,33.39478,-111.750085
PKBN105,Basin 812,715 N Calle Largo,515,N,Calle,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.5,Basin,,"(33.4287134, -111.6600009)",Mesa,33.4287134,-111.6600009
PKBN52,Basin 315,844 N Yale,3135,N,Yale,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.5,Basin,,"(33.430508, -111.774385)",Mesa,33.430508,-111.774385
PKBN5,Basin 602,2646 S Spruce,909,S,Spruce,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.6,Basin,,"(33.366567, -111.857322)",Mesa,33.366567,-111.857322
PKBN116,Basin 104,3656 E Pueblo Ave,3701,E,Pueblo,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.6,Basin,,"(33.401573, -111.752882)",Mesa,33.401573,-111.752882
PKBN4,Basin 606,1834 S Vineyard,755,S,Vineyard,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.7,Basin,,"(33.3817467, -111.8436289)",Mesa,33.3817467,-111.8436289
PKBN80,Basin 712,6045 E Encanto St,5121,E,Encanto, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.8,Basin,,"(33.433253, -111.7007566)",Mesa,33.433253,-111.7007566
PKBN68,Basin 725,545 N Val Vista Dr,4213,N,Val Vista,Dr,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.9,Basin,,"(33.4261409, -111.7519072)",Mesa,33.4261409,-111.7519072
PKBN91,Basin 730,553 N Quail,2205,N,Quail,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3.9,Basin,,"(33.425664, -111.7311468)",Mesa,33.425664,-111.7311468
PKBN135,Aripine,915 S Horne,5032,S,Horne,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.1,Basin,,"(33.398031, -111.813462)",Mesa,33.398031,-111.813462
PKBN108,Basin 805,459 N 81st St,7026,N,81st,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.1,Basin,,"(33.4233419, -111.6560436)",Mesa,33.4233419,-111.6560436
PKBN67,Basin 704,564 N Greenfield Rd,601,N,Greenfield,Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.1,Basin,,"(33.426158, -111.738888)",Mesa,33.426158,-111.738888
PKBN87,Basin 714,6023 E Ivy St,6313,E,Ivy, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.2,Basin,,"(33.445291, -111.700729)",Mesa,33.445291,-111.700729
PKPK54,Evergreen,328 W 5th St,328,W,5th,St,lighted,NO,YES,"non-reservable, shaded",NO,"lighted, concrete",YES,NO,NO,NO,NO,246 ft,NO,NO,NO,NO,NO,NO,NO,NO,4.3,Park,http://www.mesaparks.com/home/showdocument?id=6234,"(33.424641, -111.838835)",Mesa,33.424641,-111.838835
PKBN64,Ranch West,2110 E Jacinto Ave,2110,E,Jacinto,Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.3,Basin,,"(33.38208, -111.78603)",Mesa,33.38208,-111.78603
PKBN102,Basin 806,8015 E Enrose St,459,E,Enrose, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.5,Basin,,"(33.4313029, -111.7033955)",Mesa,33.4313029,-111.7033955
PKBN127,Basin 113,11402 E Ramona Ave,9850,E,Ramona, Ave,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.5,Basin,,"(33.3386358, -111.5886458)",Mesa,33.3386358,-111.5886458
PKBN104,Basin 811,713 N Palo Verde,8045,N,Palo,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.8,Basin,,"(33.4282884, -111.6627481)",Mesa,33.4282884,-111.6627481
PKBN133,Basin 818,7555 E McDowell Rd,9330,E,McDowell, Rd,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,4.8,Basin,,"(33.465168, -111.667914)",Mesa,33.465168,-111.667914
PKPK29,Valencia,634 N Quail,634,N,Quail,,lighted,NO,YES,"non-reservable, shaded",NO,"lighted, sand",NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,Park,http://www.mesaparks.com/home/showdocument?id=6314,"(33.4271453, -111.7321317)",Mesa,33.4271453,-111.7321317
PKPK63,Chelsea ,145 S 40th St,145,S,40th,St,lighted,NO,YES,"non-reservable, shaded",NO,"lighted, concrete",NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,Park,,"(33.4125234, -111.7450588)",Mesa,33.4125234,-111.7450588
PKBN20,Basin 419,231 E Glencove St,1234,E,Glencove,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,Basin,,"(33.437555, -111.826141)",Mesa,33.437555,-111.826141
PKPK28,Princess,4461 E Princess Dr,4461,E,Princess, Dr,lighted,NO,YES,"non-reservable, shaded",YES,"lighted, concrete",NO,NO,shaded,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,Park,http://www.mesaparks.com/home/showdocument?id=6288,"(33.440717, -111.73487)",Mesa,33.440717,-111.73487
PKPK8,Candlelight ,1540 N Barkley,1540,N,Barkley,,NO,NO,YES,"non-reservable, shaded",YES,sand,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,Park,,"(33.4429263, -111.799251)",Mesa,33.4429263,-111.799251
PKPK69,Marlborough Mesa,3105 S Alma School Rd,3105,S,Alma School, Rd,NO,NO,YES,"non-reservable, shaded",NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,Park,http://www.mesaparks.com/home/showdocument?id=17263,"(33.3578819, -111.8581737)",Mesa,33.3578819,-111.8581737
PKBN23,Basin 418,1234 N Horne,821,N,Horne,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5.2,Basin,,"(33.437602, -111.815015)",Mesa,33.437602,-111.815015
PKBN79,Basin 731,553 N 62nd St,553,N,62nd,St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5.4,Basin,,"(33.4262499, -111.6953547)",Mesa,33.4262499,-111.6953547
PKBN89,Basin 729,2205 N 64th St,2805,N,64th, St,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,5.4,Basin,,"(33.4562403, -111.6912958)",Mesa,33.4562403,-111.6912958
PKPK23,Summit,6237 E Virginia,6237,E,Virginia,,lighted,NO,YES,"non-reservable, shaded",NO,"lighted, sand",NO,NO,YES,NO,walk,NO,NO,NO,YES,NO,NO,NO,NO,NO,6,Park,http://www.mesaparks.com/home/showdocument?id=6312,"(33.4764388, -111.6960362)",Mesa,33.4764388,-111.6960362
PKBN90,Basin 705,552 N Quail,564,N,Quail,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6,Basin,,"(33.425663, -111.7313424)",Mesa,33.425663,-111.7313424
PKPK44,Chaparral ,1635 N Gilbert Rd,1635,N,Gilbert, Rd,lighted,NO,YES,"non-reservable, shaded",YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6,Park,,"(33.445488, -111.786558)",Mesa,33.445488,-111.786558
PKPK39,Enid,5319 E Enid,5319,E,Enid,,YES,NO,YES,"non-reservable, shaded",NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,6,Park,,"(33.3977239, -111.716797)",Mesa,33.3977239,-111.716797
